,name,EAN_code,brand,price_in_pound,stars,number of reviews,Form,size,availablty,description
2546,Clinique Smart Custom-Repair Serum All Skin Types 30ml,20714674830,Clinique,69.70,0.0,0,Serum,30ml,In stock,"Clinique Smart Custom-Repair Serum All Skin Types 30ml is a treatment that visibly reduces the main signs of cutaneous aging: wrinkles, loss of firmness, dark rings and skin texture.This care ensures a targeted regeneration which visibly answers to the needs of your skin. Its formula rely on a precise technology aim to repair the visible damages but also the ones that are not visible.Paraben-free. Phtalates-free. Fragrance-free.Allergy tested."
2547,Clinique Anti-Blemish Solutions Clinical Clearing Gel All Skin Types 15ml,20714612221,Clinique,20.90,4.0, 2 ,Gel,15ml,In stock,Clinique Anti-Blemish Solutions Clinical Clearing Gel All Skin Types 15ml is a daily anti-blemish gel with clinically proven efficacy by combining exfoliating and anti-blemish agents with sebum and anti-irritant regulating agents.It reduces blemishes with the same effectiveness as the topical dermatological reference prescription (proven results in a 12-week study on the reduction of acne lesions). It is oil-free.Its small size allows you to slip it into a purse or make-up case.Dermatologically tested.Without parabens. Without phthalates. Without perfume.
2548,Clinique Moisture Surge Overnight Mask All Skin Types 100ml,20714576219,Clinique,35.40,0.0,0,Mask,100ml,In stock,"Clinique Moisture Surge Overnight Mask All Skin Types 100ml This rich and creamy mask allows to the skin to quench thirst to recover all its hydration lost during the night and produces the reserves the next day. Aloe and other plants extract help to soothe the skin after day stress. It nourishes the lipids that naturally maintain the hydration. The skin awakes replumped, supple and luminous.Parabens-free. Phtalates-free. Fragrance-free. Oil-free. Allergy-tested."
2549,Vichy Neovadiol Magistral Densifying and Night Replenishing Care 50ml,3337875708906,Vichy,29.99,0.0,0,Cream,50ml,In stock,"Vichy Neovadiol Magistral Densifying and Night Replenishing Care 50ml is a care indicated for the very dry, undernourished and weakened skin by menopause. Its restorative formula is highly concentrated in oils rich in omegas to reconstitute lipds and help to correct the signs of lipids loss during the nigjt. It is developed to compensate the signs of daily loss in lipids for a skin that seems more dense.Immediately, the skin is extremely nourished and more comfortable. After one month of application, the skin seems firmer with improved epidermic structure. It offers a velvety melting and ultra-nourishing cream texture that becomes an oil and easily penetrates.Tested under dermatological control on sensitive skin. Hypoallergenic.Made in France."
2550,Noreva Xerodiane AP+ Emollient Cream 2 x 400ml,3571940002319,Noreva,27.30,0.0,0,Cream,2 x 400ml,In stock,"Noreva Xerodiane AP+ Emollient Cream 2 x 400ml moisturises, soothes and avoids drying. Tested under dermatologic control, this cream for the dry skins or with atopic tendency is endowed of a patented and exclusive complex Vitamin PP/Phytosphingosine.It provides a fast soothing, relieves discomfort sensations, durably reduces incitation to scratching and helps to re-balance microbiome.Xerodiane AP+ Cream is enriched in PhysioFilag, active ingredient helping to compensate for the fliaggrin deficit characterizing skins with atopic tendency. Its non-oily texture allows you to get dressed just after the application. Made in France. "
2551,Uriage Bariéderm Dermatological Cica-Oil 105ml,3661434012013,Uriage,12.70,0.0,0,Oil,105ml,In stock,"Uriage Bariéderm Dermatological Cica-Oil 105ml is an oil developed for the massage of stretch-marks and recent marks. It perfectly accompanies body and its different evolutions (pregnancy, weight gain, post-operation..).Its formula associates the GF-Repair patent of Tamanu oil, vegetable Squalane and Bisabolol to limit the residual marks of the skin. Enriched in oil of Jojoba, Avocado and Sunflower, it improves skin elasticity and tone in order to limit stretc-hmarks appearance.It offers a non-oily finish and allows a fast dressing. It can be used before, during and after pregnancy and during breastfeeding.99,9% of natural origin ingredients.Fragrance free.Made in France."
2552,Payot Nutricia Super Comforting Balm 2 x 50ml,634154657058,Payot,63.70,0.0,0,Balm,2 x 50ml,In stock,"Payot Nutricia Super Comforting Balm 2 x 50ml is a restorative nourishing care.Enriched in Shea butter, it replenishes and offers to the dry skin, a bath of intense nutrition. Its transformation texture gently melts on the skin to envelop it of a soft caress, without oily finish. The skin finds an absolute comfort, twinges and redness linked to the dryness are instantaneously blurred.Tested under dermatological control.Made in France. "
2553,"Talika Liposourcils Expert Growth and Natural Pigmentation Gel 14,2ml Privilege Offer",3139434551929,Talika,32.70,0.0,0,Gel,"1 gel of 10ml + 1 dye of 4,2ml",In stock,"Talika Liposourcils Expert Growth and Natural Pigmentation Gel 14,2ml Privilege Offer is a kit consisting of a gel for the growth and natural pigmentation of the eyebrows and a dye for clear eyebrows at home.The 10ml gel is a natural care that boosts the growth of the eyebrows. The heart of its historic formula is the Mythical Plant Complex of 5 plants (witch hazel, apple, nettle, horse chestnut and St. John's wort), enriched through biotechnology, acting for thicker and denser eyebrows. It is ideally used to respond to a lack of eyebrow density and/or weak pigmentation of the eyebrow. Essential element for the expression of the beauty of the face, the eyebrows are denser, more provided and more visible, redrawn and they offer a more intense look.From 6 weeks, the eyebrows gain density (78%) and the face has more character (79%). 89% of the women who have used it are satisfied (according to a satisfaction test on 28 volunteers).Talika Brow Tintation 4,2ml is a semi-permanent coloring specially developed for people with light eyebrows wishing to give intensity to the eye.This eyebrow dye contains Jagua extract, traditionally used by Amazonian Indians for lasting tattoos 2-3 weeks. Its formula is developed with 80% of ingredients of natural origin. It is the first non-oxidizing eyebrow dye to be made easily at home. Its natural brown hue is flexible and universal, it adapts perfectly to all shades of eyebrows. It provides full coverage on white or gray hairs. Its long outfit allows you to enjoy its result for 3 weeks.Formulated with non-oxidizing synthetic dyes.Dermatologically tested.Products made in France."
2554,Noreva Zeniac Dermo-Purifying Lotion 125ml,3401394808697,Noreva,12.70,0.0,0,Lotion,125ml,In stock,"Noreva Zeniac Dermo-Purifying Lotion 125ml is a lotion that exfoliates and refines the skin texture.It facilitates the elimination of the sebum build-up and moderates its formation thanks to the combined action of an Alpha-Hydroxy-Acid (AHA) and salicylic acid, active ingredients with exfoliating and regulating properties.Its shape makes it a special care for the back, shoulders and torso.Made in France."
2555,Avène Antirougeurs Unify Unifying Care SPF 30 40ml,3282770204971,Avène,16.90,0.0,0,Cream,40 ml,In stock,"Avène Antirougeurs Unify Unifying Care SPF 30 40ml is a care product that, in a single step, targets, calms and corrects diffuse or localised redness, overheating and sensations of discomfort.The unique combination of TRP-REGULIN and Avène thermal water quickly calms sensations of discomfort and heat and soothes the skin for a long time. Mother-of-pearl and light-reflecting pigments hide redness and awaken the radiance of the complexion. Its SPF30 photoprotective system provides protection against UVA/UVB rays. Delicately scented, with a matte and velvety finish, this treatment leaves the skin soft, comfortable and moisturised. The complexion is unified, more luminous and regains its natural radiance. It is an excellent make-up base.Developed to minimise the risk of allergic reactions. Non-comedogenic.Made in France."
2556,Incarose Synergy Derm Black Scrub with Vegetable Charcoal 15ml,8002712024727,Incarose,2.90,0.0,0,Cream,15ml,In stock,Incarose Synergy Derm Black Scrub with Vegetable Charcoal 15ml is a scrubbing care with detoxifying and purifying vegetable extracts. It cleanses the skin while moisturising it and without irritating it.This sachet allows to make 3 masks.Dermatologically tested.
2557,Aderma Dermalibour+ Foaming Gel 125ml + Repairing Cream 15ml,3282770205138,Aderma,9.10,0.0,0,Gel + Cream,1 Flask + 1 Tube,In stock,"Aderma Dermalibour+ Foaming Gel 125ml + Repairing Cream 15ml is a kit intended for the irritated skins. Aderma Dermalibour+ Foaming Gel 125ml gently cleanses, soothes and sanitises. It limits the bacteria proliferation.High dermatological, pediatric and gynecological tolerance. Doesn't sting the eyes. Physiological pH.Soap free, fragrance free.Aderma Dermalibour+ Repairing Cream 15ml soothes, sanitises and promotes the reparation of superficial layers of the epidermis. This anti-irritations care formulated with Rhealba Oat seedlings and with Copper-Zinc immediately soothes, sanitises the irritated area and favours the epidermis reparation.From the first application, discomfort disappears. High pediatric tolerance.Non comedogenic. Formula tested under dermatological, pediatric, gynecological and ophtalmological control.Made in France."
2558,Institut Esthederm Excellage Eye Care 15ml,3461022002019,Institut,61.50,0.0,0,Cream,15ml,In stock,"Institut Esthederm Excellage Eye Care 15ml is a cream with a silky texture with a powdery feel that nourishes intensively and durably, redensifies and restores radiance to the skin around the eyes. This cream:- Redensifies and opens the eyes: REPAIR + Technology, combined with a biomimetic peptide, restructures, regenerates and firms the skin.- Nourishes: the noble and precious camellia oil, rich in omega 3-6-9, nourishes the skin intensely and ensures a better cellular cohesion in the epidermis.- Restores radiance: a glycobiopolymer of plant origin, smoothing the micro-surface, visibly improves the skin texture and revives its natural shine.- Protects from oxidative stress: the patented Global Cellular Protection technology neutralizes free radicals, protects the skin from photo-aging and environmental aggression.The eye contour is nourished, more comfortable, fresh and brighter. Puffiness and dark circles are reduced, wrinkles and crow's feet are reduced over the days. The look is more toned and firmer, it looks younger."
